,subway,totalPrice,unitPrice,houseName,room_counts,area,direction,else1,else2,elevator,position,address
174,无,99万,单价9832元/平米,实久花园  , 3室2厅 , 100.7平米 , 南 , 其他,,,中楼层(共11层)2000年建板楼  ,  郫县万达
175,距离3号线新南门站715米,345万,单价29114元/平米,都会风尚  , 3室2厅 , 118.5平米 , 西南 , 其他,,,中楼层(共32层)2009年建板楼  ,  合江亭
176,距离4号线凤凰大街站594米,100万,单价15345元/平米,合能珍宝琥珀  , 2室2厅 , 65.17平米 , 西北 , 其他 , 有电梯,,中楼层(共34层)2014年建板塔结合  ,  光华大道沿线
177,无,200万,单价22392元/平米,橙花风景  , 2室2厅 , 89.32平米 , 北 , 其他,,,高楼层(共28层)2008年建塔楼  ,  光华泡小
178,无,150万,单价18641元/平米,郭家桥正街5号  , 3室1厅 , 80.47平米 , 南 , 其他,,,高楼层(共5层)2009年建板楼  ,  川大
179,无,217万,单价26304元/平米,中国水电泛悦国际  , 3室2厅 , 82.5平米 , 北 , 简装 , 有电梯,,低楼层(共34层)2015年建板楼  ,  火车南站
180,无,100万,单价16448元/平米,映日荷花  , 2室1厅 , 60.8平米 , 东 西 , 其他 , 有电梯,,中楼层(共23层)2009年建塔楼  ,  五块石
181,无,185万,单价19073元/平米,美城悦荣府  , 3室1厅 , 97平米 , 东 西 , 其他,,,低楼层(共34层)2017年建板塔结合  ,  华阳
182,无,118万,单价14013元/平米,东山国际新城E区  , 2室2厅 , 84.21平米 , 东南 , 其他 , 有电梯,,中楼层(共18层)2009年建板塔结合  ,  东山
183,无,115万,单价10970元/平米,置信逸都B区  , 3室2厅 , 104.84平米 , 东南 , 其他,,,中楼层(共19层)2014年建板塔结合  ,  郫县万达
184,无,145万,单价24494元/平米,合能耀之城  , 3室2厅 , 59.2平米 , 西 , 其他 , 有电梯,,高楼层(共29层)2010年建塔楼  ,  SM广场
187,距离1号线世纪城站840米,650万,单价28106元/平米,天鹅湖花园  , 4室2厅 , 231.27平米 , 东南 , 其他,,,低楼层(共32层)2008年建塔楼  ,  新会展
188,距离2号线惠王陵站734米,175万,单价11203元/平米,今典小区  , 4室2厅 , 156.21平米 , 东南 , 其他,,,中楼层(共7层)2000年建板楼  ,  洪河
189,无,1000万,单价39391元/平米,中海城南华府  , 5室2厅 , 253.87平米 , 南 北 , 其他,,,高楼层(共30层)2013年建板楼  ,  金融城
190,无,1100万,单价43270元/平米,中海城南华府  , 5室2厅 , 254.22平米 , 南 北 , 其他 , 有电梯,,高楼层(共30层)2013年建板楼  ,  金融城
191,距离7号线迎晖路站800米,360万,单价19849元/平米,阳光100米娅中心一期  , 5室2厅 , 181.37平米 , 东 , 简装 , 有电梯,,高楼层(共22层)2012年建板塔结合  ,  万年场
192,无,290万,单价24577元/平米,翠微清波A区  , 3室2厅 , 118平米 , 东北 , 其他 , 有电梯,,低楼层(共18层)2008年建板塔结合  ,  外金沙
193,距离4号线草堂北路站688米,220万,单价24219元/平米,清江雅居  , 2室1厅 , 90.84平米 , 东 东南 , 精装 , 有电梯,,高楼层(共26层)2007年建板楼  ,  府南新区
194,无,180万,单价10000元/平米,花样年别样城  , 4室2厅 , 180平米 , 西南 , 其他,,,高楼层(共6层)2005年建板楼  ,  公兴
195,无,300万,单价23380元/平米,麓山国际茵特拉肯A  , 3室2厅 , 128.32平米 , 东南 西北 , 其他,,,低楼层(共18层)2016年建板楼  ,  麓山
196,无,235万,单价13342元/平米,中铁月映长滩  , 6室2厅 , 176.14平米 , 东 , 精装,,,高楼层(共7层)板楼  ,  温江大学城
197,无,146万,单价10894元/平米,漫城  , 3室2厅 , 134.03平米 , 北 , 其他,,,高楼层(共11层)2009年建板楼  ,  温江老城
198,距离3号线衣冠庙站254米,105万,单价15614元/平米,永丰路8号  , 2室2厅 , 67.25平米 , 南 , 其他 , 无电梯,,高楼层(共6层)暂无数据  ,  衣冠庙
199,距离1号线四河站990米,165万,单价17670元/平米,锦官丽城亲水湾  , 2室1厅 , 93.38平米 , 南 , 其他,,,高楼层(共6层)2006年建板楼  ,  华阳
200,无,115万,单价8042元/平米,教育局宿舍  , 3室2厅 , 143平米 , 东北 , 其他,,,高楼层(共6层)板楼  ,  龙泉驿城区
201,无,100万,单价11170元/平米,中冶田园世界  , 3室1厅 , 89.53平米 , 东南 , 其他 , 有电梯,,高楼层(共30层)2013年建板塔结合  ,  郫县城区
202,无,158万,单价8624元/平米,锦绣华都  , 4室2厅 , 183.22平米 , 东南 , 简装,,,高楼层(共6层)2005年建板楼  ,  东升镇
203,距离7号线三瓦窑站480米,360万,单价23403元/平米,东苑C区  , 4室2厅 , 153.83平米 , 南 , 其他 , 有电梯,,中楼层(共28层)2010年建板楼  ,  东苑
204,距离7号线府青路站876米,290万,单价22472元/平米,浅水半岛二期  , 3室1厅 , 129.05平米 , 东北 , 其他,,,高楼层(共27层)2009年建板塔结合  ,  八里小区
205,距离7号线龙爪堰站90米,138万,单价24313元/平米,正基城市主场  , 2室1厅 , 56.76平米 , 西南 , 其他 , 有电梯,,低楼层(共20层)2012年建板楼  ,  五大花园
206,无,70万,单价12663元/平米,七彩花都B区二期  , 1室1厅 , 55.28平米 , 东南 , 简装 , 有电梯,,高楼层(共18层)2006年建板楼  ,  花都大道
207,无,146万,单价10978元/平米,博雅新城D区  , 3室2厅 , 133平米 , 南 , 其他 , 无电梯,,高楼层(共6层)2012年建板楼  ,  大丰
208,无,95万,单价5626元/平米,柳城大道东段218号  , 4室2厅 , 168.87平米 , 东南 , 其他,,,中楼层(共6层)板楼  ,  温江老城
209,距离7号线龙爪堰站780米,252万,单价27742元/平米,中海龙湾半岛  , 2室2厅 , 90.84平米 , 西 , 精装 , 有电梯,,低楼层(共18层)2009年建板塔结合  ,  龙湾
210,无,180万,单价20358元/平米,慕和南道  , 2室2厅 , 88.42平米 , 南 , 其他,,,高楼层(共32层)2010年建板塔结合  ,  华阳
211,无,165万,单价20589元/平米,慕和南道  , 2室2厅 , 80.14平米 , 北 , 其他 , 有电梯,,中楼层(共32层)2010年建板塔结合  ,  华阳
212,无,248万,单价17778元/平米,蓝谷地三四期  , 3室2厅 , 139.5平米 , 东南 , 简装,,,中楼层(共13层)2008年建板楼  ,  蓝谷地
213,距离3号线前锋路站351米,92万,单价15655元/平米,前锋小区  , 2室1厅 , 58.77平米 , 南 , 其他,,,低楼层(共6层)1995年建板楼  ,  李家沱
214,无,116万,单价12696元/平米,红湖公园城  , 3室2厅 , 91.37平米 , 西 , 其他,,,高楼层(共26层)2013年建板楼  ,  大丰
215,距离1号线四河站437米,255万,单价16452元/平米,凯华丽景  , 4室2厅 , 155平米 , 东南 , 简装 , 有电梯,,高楼层(共20层)2009年建板塔结合  ,  四河
216,无,220万,单价26348元/平米,百卉路29号  , 2室1厅 , 83.5平米 , 西 , 简装,,,高楼层(共5层)1998年建板楼  ,  浣花溪
218,无,42万,单价10873元/平米,万景峰二期  , 2室0厅 , 38.63平米 , 东北 , 其他,,,中楼层(共17层)2012年建塔楼  ,  高新西
219,距离7号线金沙博物馆站779米,366万,单价24966元/平米,蜀风花园城  , 3室2厅 , 146.6平米 , 东南 , 其他,,,高楼层(共5层)2003年建板楼  ,  金沙
220,无,158万,单价16536元/平米,成龙花园  , 3室2厅 , 95.55平米 , 东南 , 其他 , 无电梯,,中楼层(共7层)2005年建板楼  ,  攀成钢
221,距离4号线南熏大道站563米,230万,单价10102元/平米,观澜半岛  , 5室2厅 , 227.68平米 , 北 , 其他 , 有电梯,,高楼层(共6层)2005年建板塔结合  ,  温江老城
222,无,220万,单价26348元/平米,百卉路29号  , 2室1厅 , 83.5平米 , 西 , 简装,,,高楼层(共5层)1998年建板楼  ,  浣花溪
223,距离1号线火车南站站703米,245万,单价27918元/平米,桐梓林欧城  , 2室2厅 , 87.76平米 , 南 , 简装 , 有电梯,,低楼层(共21层)2009年建塔楼  ,  桐梓林
224,距离2号线蜀汉路东站585米,97万,单价12882元/平米,营策巷29号  , 2室1厅 , 75.3平米 , 南 , 其他,,,高楼层(共7层)1996年建板楼  ,  抚琴小区
225,距离4号线太升南路站445米,73万,单价15388元/平米,太升南路288号  , 2室1厅 , 47.44平米 , 东南 , 其他,,,中楼层(共7层)1990年建板楼  ,  太升路
226,距离7号线花照壁站1128米,140万,单价15763元/平米,金桔花园一期  , 2室2厅 , 88.82平米 , 东南 东北 , 其他 , 无电梯,,高楼层(共7层)2000年建板楼  ,  花照壁
227,无,345万,单价21142元/平米,阳光华苑  , 4室2厅 , 163.19平米 , 南 , 其他,,,低楼层(共5层)2008年建板楼  ,  华阳
228,无,165万,单价17285元/平米,百悦天鹅湖  , 3室2厅 , 95.46平米 , 南 北 , 其他 , 有电梯,,低楼层(共18层)2015年建板塔结合  ,  大面
229,距离4号线万盛站778米,168万,单价12006元/平米,西财学府尚郡  , 4室2厅 , 139.94平米 , 东南 , 其他,,,高楼层(共11层)2013年建板楼  ,  温江大学城
230,无,285万,单价27260元/平米,中德英伦联邦A区  , 2室1厅 , 104.55平米 , 西北 东北 , 精装 , 有电梯,,中楼层(共33层)2013年建板塔结合  ,  中德
231,距离2号线人民公园站1161米,130万,单价20968元/平米,上池正街93号  , 2室1厅 , 62平米 , 南 , 简装,,,中楼层(共7层)1999年建板楼  ,  人民公园
232,无,260万,单价23091元/平米,高地  , 3室2厅 , 112.6平米 , 南 北 , 简装,,,低楼层(共18层)2008年建板楼  ,  建设路
233,距离4号线清江西路站472米,243万,单价27508元/平米,中大君悦金沙七期君逸院  , 2室2厅 , 88.34平米 , 东南 , 简装 , 有电梯,,低楼层(共21层)2014年建塔楼  ,  金沙
234,无,165万,单价20918元/平米,鑫苑名家一期  , 3室1厅 , 78.88平米 , 西北 , 其他 , 有电梯,,中楼层(共34层)2011年建板塔结合  ,  卓锦城
235,距离2号线蜀汉路东站1123米,105万,单价14404元/平米,营福巷53号  , 3室1厅 , 72.9平米 , 西北 , 毛坯,,,中楼层(共7层)1996年建板塔结合  ,  抚琴小区
236,无,28万,单价7703元/平米,万基金蓝湾  , 1室0厅 , 36.35平米 , 西北 , 其他 , 有电梯,,中楼层(共18层)2009年建板塔结合  ,  红光
237,距离1号线桐梓林站353米,235万,单价17942元/平米,城南新贵  , 4室2厅 , 130.98平米 , 北 , 简装 , 有电梯,,中楼层(共11层)2002年建板塔结合  ,  航空路
238,距离7号线金沙博物馆站706米,300万,单价20980元/平米,金沙芙蓉苑  , 3室2厅 , 143平米 , 西 , 其他 , 无电梯,,中楼层(共6层)2005年建板楼  ,  金沙
239,无,115万,单价16716元/平米,筒车巷29号  , 3室1厅 , 68.8平米 , 东南 , 其他 , 无电梯,,中楼层(共7层)2000年建板楼  ,  花牌坊
240,无,243万,单价28325元/平米,中德英伦联邦A区  , 3室2厅 , 85.79平米 , 西南 , 其他,,,高楼层(共33层)2013年建板塔结合  ,  中德
241,距离7号线龙爪堰站1001米,320万,单价11929元/平米,杜甫花园  , 7室2厅 , 268.26平米 , 东南 , 其他,,,高楼层(共5层)1999年建板楼  ,  龙湾
242,距离4号线清江西路站783米,295万,单价23437元/平米,世纪金沙  , 3室2厅 , 125.87平米 , 东 , 其他 , 有电梯,,低楼层(共11层)2009年建板塔结合  ,  金沙
243,无,170万,单价12001元/平米,山水四季城  , 3室2厅 , 141.66平米 , 东南 , 毛坯 , 有电梯,,低楼层(共11层)2015年建板塔结合  ,  龙泉驿城区
244,距离1号线桐梓林站181米,150万,单价15655元/平米,曼哈顿一期  , 2室2厅 , 95.82平米 , 南 , 其他 , 有电梯,,低楼层(共14层)2003年建板塔结合  ,  航空路
245,距离4号线清江西路站739米,350万,单价43030元/平米,金沙鹭岛二期  , 2室1厅 , 81.34平米 , 东南 , 其他,,,高楼层(共26层)2012年建板楼  ,  金沙
246,无,256万,单价21790元/平米,蜀郡  , 3室2厅 , 117.49平米 , 南 北 , 精装,,,高楼层(共18层)2010年建塔楼  ,  华阳
247,无,330万,单价23152元/平米,恒大绿洲  , 4室2厅 , 142.54平米 , 南 , 精装 , 有电梯,,高楼层(共11层)2011年建板塔结合  ,  大面
249,无,175万,单价21837元/平米,慕和南道  , 2室2厅 , 80.14平米 , 北 , 精装 , 有电梯,,低楼层(共32层)2010年建板塔结合  ,  华阳
250,距离4号线涌泉站457米,187万,单价13650元/平米,锦绣水岸  , 4室2厅 , 137平米 , 东南 , 其他,,,高楼层(共18层)2010年建板塔结合  ,  光华大道沿线
251,无,260万,单价23083元/平米,天邑花园  , 3室2厅 , 112.64平米 , 东 , 其他,,,低楼层(共11层)2008年建塔楼  ,  西南财大
252,距离3号线昭觉寺南路站370米,178万,单价17563元/平米,兴元华盛二期  , 3室2厅 , 101.35平米 , 西南 , 其他 , 有电梯,,低楼层(共18层)2009年建板楼  ,  驷马桥
253,距离7号线大观站799米,195万,单价25052元/平米,比华利国际城二期  , 2室1厅 , 77.84平米 , 东南 , 其他,,,高楼层(共26层)2011年建板楼  ,  川师
254,无,110万,单价15215元/平米,东方惠城A区  , 2室2厅 , 72.3平米 , 东南 , 毛坯 , 有电梯,,中楼层(共26层)2011年建塔楼  ,  万年场
255,无,126万,单价16377元/平米,蓝光圣菲town城  , 2室2厅 , 76.94平米 , 北 , 简装,,,中楼层(共23层)2009年建塔楼  ,  航空港
256,距离4号线玉双路站243米,98万,单价16106元/平米,五冶社区  , 2室1厅 , 60.85平米 , 东南 , 其他,,,高楼层(共6层)1992年建板楼  ,  新华公园
257,无,135万,单价17953元/平米,华宜上锦  , 2室1厅 , 75.2平米 , 西南 , 其他,,,中楼层(共26层)2014年建板楼  ,  警院
258,无,70万,单价16892元/平米,楠极地  , 1室1厅 , 41.44平米 , 南 , 其他 , 有电梯,,中楼层(共12层)2004年建板塔结合  ,  双楠
259,距离3号线昭觉寺南路站893米,150万,单价19109元/平米,华宇阳光水岸  , 2室2厅 , 78.5平米 , 东南 , 其他,,,低楼层(共21层)2010年建板塔结合  ,  驷马桥
260,距离4号线太升南路站1095米,200万,单价21622元/平米,东珠美地  , 2室1厅 , 92.5平米 , 北 , 其他,,,低楼层(共18层)2002年建板楼  ,  草市街
261,无,140万,单价14478元/平米,上优水岸  , 3室1厅 , 96.7平米 , 南 , 精装,,,高楼层(共6层)2006年建板楼  ,  航空港
262,距离3号线昭觉寺南路站1099米,152万,单价18598元/平米,沙河路苑  , 2室2厅 , 81.73平米 , 东南 西南 , 其他,,,低楼层(共18层)2011年建塔楼  ,  驷马桥
263,无,100万,单价12746元/平米,中信未来城北区  , 2室1厅 , 78.46平米 , 东北 , 其他 , 有电梯,,低楼层(共33层)2013年建塔楼  ,  郫县城区
264,距离4号线万年场站站258米,220万,单价29428元/平米,华润二十四城二期  , 3室1厅 , 74.76平米 , 西南 , 精装,,,低楼层(共32层)2010年建塔楼  ,  万象城
265,无,220万,单价21720元/平米,西城巷4号  , 3室1厅 , 101.29平米 , 东 , 其他,,,高楼层(共6层)1985年建板楼  ,  八宝街
266,距离1号线火车南站站759米,580万,单价30221元/平米,桐梓林欧城  , 4室2厅 , 191.92平米 , 东 , 精装,,,中楼层(共21层)2009年建塔楼  ,  桐梓林
267,无,169万,单价21089元/平米,慕和南道  , 2室2厅 , 80.14平米 , 北 , 其他,,,中楼层(共32层)2010年建板塔结合  ,  华阳
268,距离2号线天河路站793米,120万,单价15192元/平米,西区花园晨之曦  , 2室2厅 , 78.99平米 , 东南 , 精装,,,低楼层(共6层)2004年建板楼  ,  犀浦
269,距离7号线琉璃场站567米,115万,单价17813元/平米,香江花园  , 2室1厅 , 64.56平米 , 南 , 简装 , 无电梯,,中楼层(共6层)2003年建板楼  ,  东光小区
270,无,110万,单价18030元/平米,石化家园  , 1室1厅 , 61.01平米 , 西 , 其他,,,中楼层(共33层)2011年建板塔结合  ,  南湖
271,距离1号线天府三街站970米,230万,单价19492元/平米,成达佳园  , 3室1厅 , 118平米 , 南 北 , 其他 , 有电梯,,中楼层(共32层)2009年建板楼  ,  新会展
272,无,120万,单价14286元/平米,和贵久居福  , 2室2厅 , 84平米 , 西 , 其他,,,高楼层(共15层)2008年建板塔结合  ,  航空港
273,无,118万,单价13747元/平米,加贝书香尚品  , 2室1厅 , 85.84平米 , 南 , 简装 , 有电梯,,中楼层(共14层)2007年建板楼  ,  航空港
274,距离4号线涌泉站859米,235万,单价17919元/平米,边城香格里  , 4室2厅 , 131.15平米 , 北 , 其他 , 有电梯,,中楼层(共6层)2011年建板楼  ,  光华大道沿线
275,无,120万,单价18982元/平米,玲珑郡  , 2室1厅 , 63.22平米 , 南 , 简装,,,低楼层(共9层)2012年建板楼  ,  簇桥
276,无,125万,单价19720元/平米,蓝光锦绣城21栋  , 2室1厅 , 63.39平米 , 东南 , 其他,,,高楼层(共33层)2015年建板楼  ,  成渝立交
277,距离4号线清江西路站387米,257万,单价29805元/平米,蓝光凯丽美域  , 3室2厅 , 86.23平米 , 西南 , 其他,,,高楼层(共31层)2010年建塔楼  ,  金沙
278,距离7号线金沙博物馆站779米,135万,单价18542元/平米,锦西民宅  , 2室1厅 , 72.81平米 , 西南 , 其他,,,中楼层(共7层)2000年建板楼  ,  府南新区
280,无,115万,单价16177元/平米,工农院街64号  , 2室2厅 , 71.09平米 , 东南 , 其他,,,中楼层(共7层)暂无数据  ,  莲花
281,无,220万,单价24966元/平米,南城都汇汇雅园二期  , 2室2厅 , 88.12平米 , 南 , 精装,,,中楼层(共18层)2011年建塔楼  ,  市一医院
282,无,102万,单价12424元/平米,芙蓉名城三期  , 2室2厅 , 82.1平米 , 北 , 其他 , 有电梯,,高楼层(共18层)2012年建板楼  ,  新都城区
283,无,128万,单价18551元/平米,南桥春天  , 2室2厅 , 69平米 , 东 , 其他 , 有电梯,,中楼层(共18层)2010年建板塔结合  ,  中和
